ID,Response Round,Questionnaire Version,Group,Myocardial InfarctionA,Myocardial InfarctionB,Chronic Fatigue SyndromeA,Chronic Fatigue SyndromeB,BaldnessA,BaldnessB,Lack of Sexual DesireA,Lack of Sexual DesireB,AlcoholismA,AlcoholismB,Premenstrual SyndromeA,Premenstrual SyndromeB,Panic DisorderA,Panic DisorderB,AnorexiaA,AnorexiaB,GriefA,GriefB,DeafnessA,DeafnessB,Erectile DysfunctionA,Erectile DysfunctionB,Motivational Deficiency DisorderA,Motivational Deficiency DisorderB,OsteoporosisA,OsteoporosisB,Gambling AddictionA,Gambling AddictionB,Tension HeadacheA,Tension HeadacheB,Work ExhaustionA,Work ExhaustionB,HIVAIDSA,HIVAIDSB,InfertilityA,InfertilityB,ADHDA,ADHDB,Prostate CancerA,Prostate CancerB,PneumoniaA,PneumoniaB,InsomniaA,InsomniaB,ObesityA,ObesityB,Drug AddictionA,Drug AddictionB,Male MenopauseA,Male MenopauseB,AgeingA,AgeingB,TranssexualismA,TranssexualismB,Alcoholic Liver CirrhosisA,Alcoholic Liver CirrhosisB,SchizophreniaA,SchizophreniaB,Restless Legs SyndromeA,Restless Legs SyndromeA,Age Related Muscle LossA,Age Related Muscle LossB,Adult Onset DiabetesA,Adult Onset DiabetesB,SmokingA,SmokingB,AutismA,AutismB,Nighttime VoidingA,Nighttime VoidingB,BulimiaA,BulimiaB,Generalized Anxiety DisorderA,Generalized Anxiety DisorderB,SleepApneaA,SleepApneaB,WrinklesA,WrinklesB,Elevated CholesterolA,Elevated CholesterolB,BreastCancerA,BreastCancerB,FibromyalgiaA,FibromyalgiaB,Elevated Blood PressureA,Elevated Blood PressureB,Dental CariesA,Dental CariesB,LungCancerA,LungCancerB,Female MenopauseA,Female MenopauseB,MalnutritionA,MalnutritionB,Irritable Bowel SyndromeA,Irritable Bowel SyndromeB,HomosexualityA,HomosexualityB,Refractive ErrorA,Refractive ErrorB,Lactose IntoleranceA,Lactose IntoleranceB,Down SyndromeA,Down SyndromeB,Personality DisorderA,Personality DisorderA,Overactive BladderA,Overactive BladderB,DepressionA,DepressionB,Juvenile DiabetesA,Juvenile DiabetesB,MalariaA,MalariaB,Social Anxiety DisorderA,Social Anxiety DisorderB,Premature EjaculationA,Premature EjaculationB,Hip FractureA,Hip FractureB,Excluded_Included
1098,2,1,1,5,5,3,3,1,1,3,3,1,1,1,1,3,3,4,3,2,2,5,5,3,3,1,1,5,5,1,1,3,3,2,2,3,3,5,5,5,5,5,5,5,5,2,2,5,5,3,3,3,3,1,5,1,1,3,3,5,5,4,4,5,5,5,5,1,1,5,5,3,3,4,4,5,3,5,5,1,1,5,5,5,5,5,5,5,5,3,3,5,5,4,4,5,5,5,4,1,1,5,3,5,3,5,5,4,3,4,3,3,2,5,5,5,5,2,2,2,2,4,4,1
1100,3,1,1,5,5,4,3,1,1,3,1,2,3,3,2,4,4,3,2,1,1,4,4,3,1,1,1,3,4,1,1,1,1,1,1,5,2,1,1,4,3,5,5,5,5,4,2,2,1,1,3,1,2,1,1,2,1,4,1,4,3,3,2,2,2,4,4,1,1,4,4,4,3,4,3,3,3,3,2,1,1,3,4,5,5,4,4,4,4,4,2,4,3,1,1,1,3,4,2,1,1,3,2,3,2,4,4,2,2,4,4,4,3,5,5,5,2,4,2,3,2,5,4,1
1101,1,1,1,2,4,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,4,4,3,3,4,4,4,3,4,4,5,5,4,4,5,5,4,4,3,4,1,2,2,4,2,2,1,2,1,1,2,2,3,3,2,3,3,4,3,4,1,2,3,4,3,3,2,2,2,2,2,3,1,2,2,3,5,5,3,4,4,4,1,4,3,3,3,3,1,1,2,2,1,1,3,4,3,4,4,5,4,4,3,3,4,5,5,5,3,3,3,3,1,2,2,2,1
1103,2,1,1,5,3,3,3,1,1,3,1,1,1,,,5,3,4,4,1,1,4,4,4,3,2,2,5,4,1,1,5,3,4,5,5,5,3,4,5,5,5,5,5,5,4,3,1,1,1,2,3,3,1,3,4,4,3,3,1,5,3,3,1,4,5,5,1,1,5,5,4,5,4,4,5,5,5,5,1,1,3,3,5,5,5,5,5,5,1,3,5,5,2,3,1,4,1,4,1,1,1,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,2,3,3,3,3,1
1104,1,1,1,5,5,3,3,2,1,2,2,1,1,1,1,2,2,2,2,3,3,4,4,4,4,1,1,4,4,1,1,3,3,4,4,3,3,4,4,4,4,5,5,5,5,4,4,2,2,1,1,3,3,2,2,1,1,1,1,4,4,4,4,2,2,2,2,1,1,1,1,2,2,1,1,1,2,4,3,1,1,2,3,5,5,4,3,3,3,2,4,5,5,3,3,2,2,3,2,1,1,1,1,1,1,2,3,1,1,1,3,1,2,2,4,2,3,1,2,1,1,5,5,1
1109,2,1,1,5,5,3,3,1,1,2,2,4,3,4,4,4,4,3,3,1,2,5,5,3,3,2,1,5,5,2,2,5,5,5,5,5,5,3,3,3,3,5,5,5,5,3,3,4,2,5,4,3,3,1,1,1,1,3,3,5,5,2,2,3,3,5,5,1,1,4,4,3,3,3,3,2,2,4,4,1,1,5,5,5,5,5,5,5,5,3,5,5,5,3,3,3,1,5,5,1,1,5,5,5,5,5,5,3,3,5,5,5,5,5,5,5,5,3,3,3,3,5,5,1
1112,1,1,1,5,5,,,1,1,3,3,5,5,2,2,3,3,5,5,1,1,3,3,4,4,1,1,5,5,4,4,4,3,4,4,5,5,4,3,4,4,5,5,5,5,3,3,1,1,5,5,2,2,1,1,5,5,5,5,5,5,1,1,2,2,5,5,1,1,5,5,3,3,5,,2,2,5,5,1,1,3,3,5,5,3,3,2,2,4,4,5,5,1,1,4,4,3,3,1,1,4,4,4,4,3,3,3,3,3,3,5,5,5,5,5,5,3,3,1,1,3,5,1
1113,2,1,1,5,5,4,4,1,1,5,5,1,1,,,4,4,4,2,1,3,5,5,4,5,3,3,4,5,1,1,4,4,5,5,5,5,4,4,5,5,5,5,5,4,3,3,1,1,3,2,4,4,1,1,5,3,1,2,4,3,2,1,3,3,5,5,1,3,3,3,4,4,4,3,4,3,5,4,1,3,5,5,5,5,4,4,,,3,3,5,4,,,3,3,4,3,1,1,4,4,4,3,3,3,2,2,4,3,5,5,5,5,4,5,2,3,3,3,4,5,1
1116,1,1,1,5,5,5,4,3,1,5,3,4,1,4,1,4,1,4,1,4,1,5,5,4,4,1,1,5,5,4,2,5,5,5,5,5,5,5,3,3,3,5,5,5,5,4,4,3,3,3,3,4,4,1,1,1,1,3,3,5,5,2,2,5,5,5,5,1,1,5,5,2,2,1,1,2,1,3,3,1,1,5,5,5,5,4,5,5,5,5,5,5,5,3,3,3,3,4,4,1,1,5,5,5,5,5,5,1,1,5,5,3,3,5,5,5,3,3,3,1,1,5,5,1
1117,1,1,1,5,5,3,3,1,1,2,1,3,3,1,1,5,5,5,5,1,1,5,5,4,5,1,2,5,5,3,3,3,2,3,3,5,5,3,3,5,5,5,5,5,4,4,3,3,2,3,3,2,2,1,1,4,1,3,1,5,5,4,3,5,5,4,4,1,1,5,5,5,5,5,5,5,5,5,5,1,1,3,2,5,5,5,5,4,4,1,2,5,5,1,1,2,2,5,5,2,3,4,3,5,3,3,5,5,5,4,4,5,5,5,5,5,5,4,5,3,3,5,3,1
1120,1,1,1,5,5,4,5,3,3,3,3,5,5,4,4,5,5,5,5,4,4,5,5,4,4,4,4,5,5,4,4,5,5,4,4,5,5,3,3,4,4,5,5,5,5,4,4,4,4,4,4,4,4,3,3,1,1,4,4,5,5,5,5,4,4,5,5,4,4,5,5,5,5,5,5,5,5,5,5,3,3,4,4,5,5,5,5,5,5,4,4,5,5,4,4,5,5,4,4,3,3,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,4,4,5,5,1
1121,1,1,1,5,5,3,2,2,2,2,3,1,1,3,3,3,3,3,3,5,4,5,5,3,3,2,2,5,5,1,1,5,5,4,4,,,5,5,5,5,5,5,5,5,3,4,3,3,1,1,3,3,1,3,2,2,1,1,5,5,5,5,5,5,5,5,1,1,5,5,5,5,4,4,4,4,5,5,1,2,3,3,5,5,5,5,4,4,3,4,5,5,3,3,3,4,5,5,1,1,3,4,4,4,5,5,4,4,5,5,5,5,5,5,5,5,3,3,1,3,5,5,1
1122,1,1,1,5,5,3,5,1,3,3,3,3,3,4,5,5,5,3,3,3,3,5,5,3,3,3,3,2,3,2,3,4,3,5,5,1,5,1,5,3,5,5,5,5,5,3,3,3,3,1,3,3,3,1,1,1,1,1,1,3,3,3,3,3,5,5,5,1,1,3,3,5,5,3,3,4,5,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,3,3,1,3,3,5,3,3,3,3,5,5,5,5,3,3,3,3,3,5,5,5,5,5,5,5,3,3,3,3,1
1124,2,1,1,4,2,3,2,1,1,2,2,2,1,3,3,4,4,5,4,2,4,2,4,3,3,3,4,3,3,2,2,2,2,3,4,5,2,2,2,4,4,5,4,5,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,5,5,4,3,3,3,5,1,1,1,4,4,3,4,4,4,4,4,4,4,2,1,3,1,5,4,4,5,3,2,1,1,5,3,1,1,1,3,3,2,1,1,1,1,1,1,3,3,3,3,3,2,4,4,5,4,4,4,4,4,2,2,2,2,1
1126,1,1,1,5,5,4,4,5,3,4,4,5,4,,,3,3,5,4,3,3,5,5,4,3,4,2,5,4,2,1,4,4,3,4,1,3,4,4,3,4,5,5,5,5,4,4,4,4,2,3,4,3,3,4,1,1,3,3,,,5,5,5,5,5,5,1,1,4,2,4,2,3,3,4,3,5,5,4,3,5,4,5,5,5,5,5,5,4,4,5,5,,,3,3,4,4,2,1,5,5,,,,,,,,,,,3,3,,,,,3,1,5,5,1
1129,1,1,1,5,5,3,3,1,1,2,2,3,3,4,4,4,4,3,3,1,2,5,5,2,2,1,1,3,3,2,1,2,2,2,2,,,2,2,4,4,5,5,5,5,2,2,2,1,1,1,2,1,1,1,3,3,2,2,5,5,3,3,4,4,5,5,1,1,5,5,1,3,3,3,3,3,3,4,1,1,3,3,5,5,4,4,4,4,3,3,5,5,2,3,1,1,2,2,1,1,3,3,3,3,5,5,4,2,3,2,2,2,5,5,5,2,2,2,2,1,5,5,1
1130,1,1,1,5,5,4,2,2,2,3,3,1,1,3,3,4,4,3,3,3,3,5,5,3,3,2,2,5,5,1,1,5,5,4,4,1,1,2,2,4,4,5,5,5,5,4,4,2,2,1,1,2,2,2,2,1,1,1,1,5,5,3,3,4,4,5,5,1,1,5,5,3,3,3,3,3,3,5,5,1,1,3,3,5,5,5,5,5,5,,,5,5,3,3,4,4,4,4,2,2,4,4,4,4,5,5,3,3,3,3,3,3,5,5,4,4,1,1,2,2,5,5,1
1131,3,1,1,1,5,4,3,1,1,1,3,4,1,,3,3,3,3,3,1,3,1,5,1,3,1,3,5,3,1,1,1,3,1,1,5,3,5,5,3,3,5,3,5,5,1,1,1,1,1,1,1,3,1,1,1,1,5,1,5,3,5,3,3,3,5,3,1,1,5,3,1,3,1,1,1,3,3,5,1,1,1,1,5,5,5,5,2,2,1,2,5,2,1,1,1,5,4,3,1,1,2,1,4,3,5,3,3,3,3,3,1,3,5,3,5,5,2,1,1,1,1,3,1
1132,2,1,1,5,5,5,5,1,1,1,1,5,5,3,3,2,3,5,5,1,1,5,5,3,2,1,1,5,5,4,3,5,5,4,4,5,5,2,2,5,5,5,5,5,5,1,1,2,4,5,5,2,1,1,5,1,1,5,5,5,5,3,3,5,5,5,5,1,4,5,5,5,5,5,5,3,3,5,5,1,1,3,4,5,5,5,5,2,4,5,5,5,5,2,3,1,3,4,4,5,1,3,3,5,5,5,5,2,3,4,5,3,3,5,5,5,5,1,1,2,1,5,5,1
1135,3,1,1,5,5,3,3,1,1,1,1,3,2,3,2,4,3,3,3,1,1,5,5,2,1,1,1,5,5,3,1,3,3,3,3,5,5,5,1,5,5,5,5,5,5,3,3,3,3,1,1,3,3,1,5,1,1,3,1,5,5,5,3,3,3,5,5,1,1,5,5,3,5,3,1,1,2,5,5,1,1,5,5,5,5,3,5,5,5,5,5,5,5,3,3,3,3,5,5,1,1,3,1,5,5,5,5,3,3,3,3,5,3,5,5,5,3,4,2,1,1,5,5,1
1139,2,1,1,5,4,3,3,5,1,3,1,3,1,3,3,4,5,4,5,1,1,3,5,4,5,2,5,5,5,3,1,3,3,3,5,5,4,5,5,5,3,5,5,5,4,2,4,2,5,1,5,1,3,1,1,1,1,5,2,3,3,3,3,1,1,2,2,1,1,3,1,3,1,2,5,4,5,4,5,1,1,3,2,4,5,5,5,5,5,1,1,4,5,1,1,1,1,1,2,1,1,5,5,4,2,5,5,3,3,3,3,2,5,4,5,1,5,2,5,1,1,1,5,1
1140,1,1,1,4,5,3,3,2,2,1,1,5,5,3,3,4,,5,4,1,1,,,3,3,1,1,4,4,3,3,2,2,2,2,5,5,2,2,3,3,5,5,4,4,3,2,3,3,4,4,2,2,1,2,1,2,4,5,4,4,4,4,4,4,5,5,1,1,4,,5,5,4,5,4,4,4,4,1,1,5,5,5,5,3,3,5,5,3,4,5,5,2,4,2,5,4,4,2,2,3,3,4,4,4,5,3,3,3,3,2,4,5,5,5,5,2,3,1,1,2,4,1
1141,1,1,1,,,5,,1,3,1,5,4,4,4,4,4,4,5,5,1,3,5,5,4,4,4,4,5,5,4,4,3,4,2,3,5,5,5,5,5,5,5,5,5,5,4,4,4,3,4,5,3,3,1,4,1,1,1,3,5,5,1,3,5,5,5,5,1,1,5,5,3,4,5,5,3,3,5,5,1,2,3,3,5,5,5,5,3,4,3,5,5,5,2,3,4,5,4,4,1,1,1,1,1,1,1,3,1,3,1,1,3,4,5,5,5,4,4,4,1,1,5,5,1
1143,1,1,1,5,5,4,4,1,1,4,4,4,3,3,3,4,4,3,3,1,1,5,5,4,4,3,3,5,5,2,2,4,4,5,5,5,4,4,4,4,4,5,5,5,5,5,5,3,3,3,3,2,2,1,1,1,1,5,3,5,5,4,4,4,4,5,5,1,1,4,4,4,4,3,3,4,4,4,4,1,1,4,4,5,5,5,5,5,5,1,1,5,5,1,1,2,2,4,4,1,1,2,2,4,4,4,4,4,4,4,4,5,5,4,4,5,5,4,4,2,2,5,5,1
1146,1,1,1,5,5,3,3,4,4,1,1,1,1,3,3,1,1,4,4,5,5,5,5,1,1,3,3,5,5,4,4,5,5,2,2,4,4,5,5,3,3,5,5,5,5,5,5,2,2,4,4,1,1,3,3,2,2,5,5,5,5,2,2,3,3,4,4,1,1,3,3,4,4,1,1,2,2,2,2,3,3,4,4,5,5,2,2,4,4,3,3,5,5,4,4,3,3,4,4,3,3,5,5,5,5,2,2,3,3,5,5,5,5,4,4,3,3,5,5,1,1,4,4,1
1147,1,1,1,5,5,3,4,1,1,2,2,4,4,3,3,3,3,4,4,1,2,5,5,2,2,1,1,4,5,4,1,2,2,2,5,5,5,4,2,4,4,5,2,5,1,3,3,4,4,1,1,2,3,2,2,4,2,2,1,5,5,3,3,2,4,4,4,1,1,5,5,3,3,4,3,4,3,4,4,1,1,3,3,5,3,3,3,3,3,2,1,5,3,1,2,1,3,4,3,2,2,2,2,2,2,4,4,4,4,2,,4,4,4,4,5,1,2,1,1,1,1,2,1
1148,1,1,1,5,5,3,3,1,1,1,1,4,4,2,1,5,4,5,4,1,1,5,4,3,3,1,1,5,4,4,3,1,2,3,3,5,5,3,3,1,1,5,5,5,5,2,4,1,1,5,4,3,3,1,1,1,1,5,3,5,5,3,3,1,1,5,2,1,1,5,5,3,4,1,1,3,3,5,5,1,1,1,1,5,5,5,5,1,1,1,1,5,5,4,4,1,1,3,4,1,1,5,5,1,1,5,5,4,4,2,1,4,4,5,5,5,5,4,4,1,1,5,5,1
1150,3,1,1,5,5,4,3,3,2,3,3,4,3,3,3,4,4,4,4,3,3,5,5,3,3,2,2,5,5,3,3,3,2,3,3,5,5,4,4,5,5,5,5,5,5,4,4,3,3,4,4,3,3,3,3,4,3,5,3,5,5,4,5,5,5,5,4,3,2,5,5,4,5,4,4,5,5,4,4,1,1,3,4,5,5,5,5,4,5,4,5,5,5,3,3,4,4,5,5,1,1,5,4,5,5,5,5,4,5,4,5,5,5,5,5,5,5,3,4,3,3,5,5,1
1151,2,1,1,5,5,5,5,1,1,3,1,5,5,3,3,5,5,2,5,1,1,2,2,3,3,1,1,5,5,1,1,1,1,1,1,5,5,1,1,5,5,5,5,5,5,3,3,1,1,3,3,2,2,1,1,1,1,5,1,5,5,5,5,5,5,5,5,1,1,5,5,5,3,5,3,5,3,5,5,1,1,3,3,5,5,5,5,5,5,1,3,5,5,2,2,1,1,5,5,2,2,2,2,2,2,5,5,5,5,3,3,5,5,5,5,5,5,3,2,1,1,5,5,1
1155,1,1,1,3,3,4,4,1,1,2,1,1,3,3,1,2,4,1,1,1,1,3,3,2,2,1,1,5,4,1,1,2,2,1,1,5,5,2,2,2,2,5,5,5,5,2,2,1,1,1,1,3,3,1,1,1,1,2,2,5,5,1,1,3,3,3,3,1,1,5,5,3,3,1,1,3,3,4,4,1,1,2,2,5,5,3,3,2,2,2,2,4,4,3,2,2,2,3,3,1,1,2,2,2,2,5,5,2,2,2,2,2,2,2,2,5,4,2,2,1,1,3,3,1
1156,1,1,1,5,5,2,2,1,1,2,2,1,1,2,2,3,2,,,1,1,5,5,1,1,1,2,4,4,1,1,1,1,3,3,5,5,3,3,4,3,5,5,5,5,2,2,2,1,1,1,1,1,1,1,3,3,4,2,5,5,3,3,2,2,4,2,1,1,5,5,3,3,2,2,2,2,4,4,1,1,2,2,5,5,4,4,4,4,1,2,5,5,1,1,2,3,4,4,1,1,4,4,4,4,5,4,3,3,4,4,3,3,5,5,5,4,1,1,1,1,5,5,1
1157,1,1,1,5,5,3,1,1,1,1,1,2,2,1,1,4,2,5,4,1,1,5,5,2,1,2,2,5,5,3,3,4,4,4,4,5,5,2,3,5,4,5,5,5,5,3,3,1,1,1,1,3,3,1,1,1,1,4,3,5,5,5,5,2,2,5,5,1,1,5,5,1,1,4,4,3,3,4,4,1,1,5,5,5,5,5,5,5,5,4,4,5,5,1,1,1,1,3,3,1,1,5,5,5,5,5,5,3,1,4,3,4,4,5,5,4,4,1,1,1,1,5,5,1
1160,2,1,1,5,3,5,3,3,1,4,1,5,3,3,3,4,3,5,1,1,1,5,5,5,4,1,1,3,3,5,1,4,3,1,1,5,1,5,5,5,3,5,5,5,5,5,3,5,1,5,4,3,3,1,1,5,1,5,5,5,5,3,3,3,3,5,5,1,1,5,5,5,1,5,1,3,3,5,5,1,1,5,1,5,5,3,3,5,1,1,1,5,5,1,1,3,3,5,5,5,1,5,2,5,1,3,3,3,3,5,1,5,2,5,5,5,5,1,1,1,1,5,5,1
1161,2,1,1,5,5,3,1,1,1,2,1,2,1,2,1,3,2,3,1,1,1,5,5,3,1,1,1,5,5,1,1,3,1,1,1,5,5,3,3,3,2,5,5,5,5,3,1,2,1,2,1,2,1,1,3,2,1,2,1,5,5,,1,3,,5,5,1,1,5,5,2,1,3,1,3,1,3,1,1,1,3,1,5,5,3,1,4,2,4,3,5,5,1,1,2,1,4,1,1,1,3,1,3,1,3,3,3,1,3,1,3,1,5,5,5,5,3,1,2,1,2,3,1
1164,1,1,1,5,5,2,2,2,2,2,2,4,4,4,4,5,5,4,4,2,2,5,5,4,4,2,2,4,4,4,4,2,2,4,4,5,5,2,2,5,5,5,5,5,5,4,4,2,2,4,4,4,4,2,2,2,2,4,4,5,5,4,4,4,4,5,5,2,2,5,5,2,2,4,4,2,2,2,2,2,2,2,2,5,5,5,5,4,4,4,4,5,5,4,4,2,2,4,4,2,2,4,4,2,2,5,5,4,4,4,4,4,4,5,5,5,5,4,4,4,4,5,5,1
1167,1,1,1,5,5,5,5,2,1,1,1,4,3,,,5,5,4,4,1,1,3,3,4,2,1,1,5,5,3,3,1,1,4,3,5,5,5,5,5,4,5,5,4,4,5,5,2,2,1,2,2,2,1,3,3,1,3,3,5,5,5,5,4,4,4,5,1,2,5,5,4,4,3,3,3,2,5,5,1,1,4,4,5,5,5,5,5,5,1,2,5,4,4,4,1,3,4,4,2,1,3,3,5,5,5,5,5,5,4,3,5,5,5,5,3,3,3,3,3,3,3,5,1
1168,2,1,1,4,5,2,3,2,1,2,2,4,4,2,1,5,4,5,4,1,1,2,3,3,3,2,2,5,4,4,3,4,2,4,4,5,5,5,4,4,5,5,5,5,5,4,3,4,3,5,4,3,2,1,1,2,1,5,4,5,4,2,2,5,4,5,4,1,1,3,3,2,2,5,4,5,4,4,3,1,1,4,3,5,5,5,3,4,4,1,3,5,5,3,2,1,3,3,3,1,1,3,2,3,2,1,1,5,4,2,1,5,4,5,5,5,5,3,4,3,3,2,4,1
1169,1,1,1,5,5,5,4,2,1,3,1,5,3,3,1,4,1,5,3,3,1,5,5,2,1,3,1,5,5,3,1,4,3,3,3,5,5,3,5,5,5,5,5,5,1,3,3,4,2,4,3,4,3,1,5,1,1,5,2,5,5,3,1,5,5,5,5,1,1,5,4,5,3,5,3,5,5,5,5,1,1,4,5,5,,5,4,5,5,1,3,5,5,1,1,3,3,5,2,1,1,4,3,4,4,4,5,5,5,4,1,5,5,5,5,5,3,4,4,4,1,4,3,1
1170,1,1,1,5,5,2,2,1,1,2,1,4,3,3,4,4,4,4,4,1,1,2,2,2,2,1,1,5,5,3,3,1,1,1,5,5,5,2,3,3,4,5,5,5,5,1,2,2,3,2,3,1,2,1,1,1,1,5,5,5,5,4,4,1,3,5,5,1,1,5,5,4,5,5,5,3,3,2,4,1,1,2,3,5,5,5,5,5,4,1,1,5,5,1,3,1,3,3,3,1,1,4,1,2,2,5,5,5,4,1,1,2,3,5,5,5,5,2,3,1,1,5,5,1
1172,3,1,1,4,3,5,3,3,3,4,3,1,1,3,3,4,3,4,3,2,3,4,3,3,3,4,3,5,3,1,3,4,3,3,3,5,3,5,4,5,3,5,3,4,3,4,3,2,3,1,2,4,3,1,1,1,1,2,1,5,3,4,3,3,3,4,3,1,1,5,3,3,3,4,3,3,3,4,3,1,1,2,3,5,3,5,3,3,3,3,4,5,3,4,3,3,3,4,3,1,1,5,3,5,3,5,3,3,3,3,3,5,3,5,3,4,3,3,3,3,3,3,3,1
1175,1,1,1,5,5,3,3,2,2,2,1,4,4,3,3,4,4,5,5,1,1,5,5,5,5,1,1,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,2,2,1,1,2,2,4,3,5,5,2,2,2,2,5,2,1,2,5,5,1,1,3,3,3,3,4,4,1,1,5,3,5,5,5,5,5,4,2,5,5,5,2,3,4,3,5,3,1,1,5,4,5,2,5,5,4,4,4,4,5,4,5,5,5,5,4,3,4,3,5,5,1
1177,1,1,1,4,4,4,4,1,1,3,3,4,1,5,1,5,1,5,1,2,4,5,1,2,2,1,1,4,2,2,1,3,3,3,2,5,1,,,3,1,5,1,5,1,4,2,3,3,5,1,3,,1,5,1,1,4,1,5,1,5,1,2,2,4,2,1,1,5,1,5,1,4,2,4,2,4,2,2,2,2,2,5,1,5,1,4,2,4,4,5,3,1,2,1,1,5,1,1,1,5,1,5,1,5,1,2,2,5,1,3,3,5,1,5,1,5,1,3,3,4,1,1
1181,3,1,1,5,3,4,2,4,3,4,4,5,4,4,3,5,4,4,4,3,2,5,4,4,4,2,3,4,4,5,3,4,5,4,3,4,4,3,4,4,5,5,5,5,4,4,3,3,3,5,4,4,3,4,3,5,4,5,3,4,4,5,4,5,5,5,5,4,3,5,5,5,4,4,5,4,4,5,4,4,4,4,4,5,5,4,4,4,3,4,3,5,4,3,3,4,4,5,3,3,3,4,4,5,5,5,5,4,3,4,4,3,4,5,5,3,3,4,4,5,3,3,3,1
1186,1,1,1,4,5,5,5,1,1,3,3,1,1,5,5,5,5,5,5,1,3,3,4,3,3,5,5,5,5,3,3,5,5,5,5,5,5,1,3,5,5,5,5,5,5,5,5,1,1,1,1,5,5,1,5,1,1,1,1,5,5,5,5,5,5,5,3,1,1,5,5,5,5,5,5,5,5,5,5,1,1,4,3,5,5,5,5,5,5,1,3,5,5,5,5,1,3,5,5,1,1,1,1,4,1,5,5,5,5,5,3,5,5,5,5,5,5,3,5,1,3,1,5,1
1187,3,1,1,4,4,3,2,2,3,3,1,4,3,2,1,3,1,4,2,2,1,5,4,2,1,2,1,5,5,4,1,3,2,4,3,5,4,3,2,4,3,5,4,4,3,1,1,3,2,2,3,1,1,1,1,1,1,2,3,5,2,1,1,3,3,4,5,3,1,2,3,2,1,4,2,3,3,2,3,1,1,4,5,5,5,3,2,4,3,1,1,5,5,3,3,2,3,4,3,3,1,2,2,3,3,4,4,3,2,2,3,4,4,4,3,4,4,3,3,1,1,5,5,1
1189,1,1,1,5,5,5,5,2,1,2,2,4,4,3,3,5,5,5,5,2,3,5,5,3,3,3,3,5,5,3,3,4,3,3,3,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,4,2,2,1,3,2,2,5,4,5,5,4,3,4,4,5,5,3,3,5,5,3,4,5,5,4,4,5,5,2,2,5,5,5,5,5,5,4,4,4,5,5,5,3,3,3,4,3,3,3,2,3,2,3,2,5,5,5,5,3,4,5,5,5,5,5,5,4,4,3,3,5,5,1
1190,1,1,1,5,5,5,5,1,1,3,3,5,5,4,4,5,5,5,5,1,1,5,5,3,3,1,1,5,5,4,3,4,4,5,5,5,5,1,3,4,4,5,5,5,5,5,5,1,1,5,5,1,1,1,1,1,1,5,5,5,5,1,1,1,3,5,5,1,1,5,5,2,4,5,5,5,5,5,5,1,1,5,5,5,5,3,3,5,5,5,5,5,5,1,3,1,2,5,4,1,1,1,1,5,3,5,5,4,2,3,2,5,5,5,5,5,5,3,3,1,1,5,5,1
1191,2,1,1,5,5,4,5,3,2,4,3,5,5,,,3,2,4,3,4,5,5,5,3,3,4,3,4,4,5,5,4,4,4,5,4,2,5,5,3,3,5,5,4,3,4,3,5,4,5,5,4,4,3,3,,,5,4,,,4,3,5,3,4,4,4,4,,,4,2,5,2,5,5,5,4,2,1,3,3,5,5,3,3,4,,2,5,4,5,2,3,1,5,2,3,5,4,2,5,4,5,3,4,3,3,4,4,4,4,3,3,5,5,4,4,3,3,5,5,1
1192,1,1,1,1,5,5,5,2,1,2,2,5,4,1,1,4,3,4,3,3,4,3,4,2,3,1,2,4,4,4,4,1,3,3,4,5,4,5,4,5,4,5,5,5,5,4,3,4,3,4,3,3,3,1,1,1,1,5,3,5,5,3,3,3,3,5,3,1,1,4,3,3,3,3,3,3,3,3,3,1,1,2,3,5,5,5,3,3,3,1,5,5,5,2,3,1,3,5,5,1,1,1,1,3,2,3,3,4,5,3,4,4,5,3,4,5,5,3,3,2,2,1,5,1
1193,1,1,1,5,5,3,3,3,3,2,1,4,4,3,3,4,4,5,5,2,2,5,5,2,1,2,1,5,5,2,1,5,5,3,2,5,4,3,3,4,5,5,5,5,5,4,4,4,3,3,3,3,2,1,5,5,1,5,3,5,5,5,5,5,5,5,5,3,2,5,5,3,3,5,5,4,4,5,5,1,1,4,4,5,5,,,5,5,,,5,5,3,2,5,5,4,4,3,1,5,5,5,4,5,5,4,4,4,4,4,4,5,5,5,5,2,2,3,1,5,5,1
1194,3,1,1,4,5,3,3,3,2,3,2,5,5,2,2,4,3,2,2,1,1,3,5,2,3,1,1,3,4,4,5,2,2,3,4,5,5,4,5,5,5,5,5,5,4,3,4,2,2,4,4,3,3,1,1,5,2,4,4,4,5,3,4,4,4,4,4,1,2,4,4,5,4,4,3,4,4,5,5,1,1,5,5,5,5,5,5,4,5,4,5,5,5,2,2,2,3,4,2,5,2,5,5,5,5,5,5,4,4,4,4,4,4,4,4,5,5,3,4,3,3,4,5,1
